region	xenium_cells	proseg_cells	cell_diff	cell_diff_pct	xenium_tx_per_cell_mean	xenium_tx_per_cell_median	xenium_tx_per_cell_std	xenium_area_mean	xenium_area_median	total_transcripts	xenium_assigned_tx	xenium_assigned_pct	proseg_assigned_tx	proseg_assigned_pct
XE768-L	29282	29282	0	0.0	152.08274708011749	100.0	167.01768271267554	58.28321192668494	48.76875177025795	5830022	4885080	83.79179358156796	4303327	80.85218832938591
