region	xenium_cells	proseg_cells	cell_diff	cell_diff_pct	xenium_tx_per_cell_mean	xenium_tx_per_cell_median	xenium_tx_per_cell_std	xenium_area_mean	xenium_area_median	total_transcripts	xenium_assigned_tx	xenium_assigned_pct	proseg_assigned_tx	proseg_assigned_pct
XE766-L	42561	42560	-1	-0.00234956885411527	147.3759075209699	85.0	185.97305107189575	57.79868648632549	48.49781426042318	8177948	6976555	85.30935877802109	6060741	82.24274601822798
